ID,ID2,Item title,Final URL,Image URL,Item subtitle,Item Description,Item category,Price,Sale price,Contextual keywords,Item address,Tracking template,Custom parameter,Final mobile URL,Android app link,iOS app link,iOS app store ID,Formatted price,Formatted sale price
H754LFN_8.5_CNF,,New balance h754,http://ballzy.eu/et/product/new-balance-h754-h754lfn-8-5-cnf,https://tanelneemoja.github.io/testing-somecool-stuff/generated_ads/ad_H754LFN_8.5_CNF_0436c263.jpg,,"võta oma päev maastikul h754. see pärandist inspireeritud jalanõu, mille aluseks on kummist välistald, pakub päevale vastu astudes suurepärast stiili. d-rõngaga nöörisüsteem pakub kindlat istuvust.",Men's Boots,129.00 EUR,103.20 EUR,"New Balance,Blue,Lifestyle,in stock,Yes,New Balance,Male",,,,,,,,129€,103.20€
H754LFT_8.5_CNF,,New balance h754,http://ballzy.eu/et/product/new-balance-h754-h754lft-8-5-cnf,https://tanelneemoja.github.io/testing-somecool-stuff/generated_ads/ad_H754LFT_8.5_CNF_cc5cc89f.jpg,,"võta oma päev maastikul h754. see pärandist inspireeritud jalanõu, mille aluseks on kummist välistald, pakub päevale vastu astudes suurepärast stiili. d-rõngaga nöörisüsteem pakub kindlat istuvust.",Men's Boots,129.00 EUR,103.20 EUR,"New Balance,Beež,Lifestyle,in stock,Yes,New Balance,Male",,,,,,,,129€,103.20€
H754LLB_8.5_CNF,,New balance h754,http://ballzy.eu/et/product/new-balance-h754-h754llb-8-5-cnf,https://tanelneemoja.github.io/testing-somecool-stuff/generated_ads/ad_H754LLB_8.5_CNF_26a5ab16.jpg,,"võta oma päev maastikul h754. see pärandist inspireeritud jalanõu, mille aluseks on kummist välistald, pakub päevale vastu astudes suurepärast stiili. d-rõngaga nöörisüsteem pakub kindlat istuvust.",Men's Boots,129.00 EUR,103.20 EUR,"New Balance,Pruun,Lifestyle,in stock,Yes,New Balance,Male",,,,,,,,129€,103.20€
H754LLK_8.5_CNF,,New balance h754,http://ballzy.eu/et/product/new-balance-h754-h754llk-8-5-cnf,https://tanelneemoja.github.io/testing-somecool-stuff/generated_ads/ad_H754LLK_8.5_CNF_ebef68f9.jpg,,"võta oma päev maastikul h754. see pärandist inspireeritud jalanõu, mille aluseks on kummist välistald, pakub päevale vastu astudes suurepärast stiili. d-rõngaga nöörisüsteem pakub kindlat istuvust.",Men's Boots,129.00 EUR,103.20 EUR,"New Balance,Black,Lifestyle,in stock,Yes,New Balance,Male",,,,,,,,129€,103.20€
DZ5577_041_3.5Y_CNF,,Jordan mvp gs,http://ballzy.eu/et/product/jordan-mvp-gs-dz5577-041-3-5y-cnf,https://tanelneemoja.github.io/testing-somecool-stuff/generated_ads/ad_DZ5577_041_3.5Y_CNF_c7b174c3.jpg,,"austage jordani esimesi 3 meistrivõistlust paari jalgpalliga, mis kogub üksikasjad iga aasta kingast ja koondab need üheks tulekahju austuseks. aj6, 7 ja 8 elemendid ärkavad ellu värskelt ja uuel moel, otse teie jalas… toote omadused: ülemine osa on segu aj6 ja 7 elementidest: keele pealmine osa ja modifitseeritud kattekate viitavad aj6-le, samas kui pooljalatsivooder on aj7-le pühendatud… tikitud nike airi kannalogo viitab aj6-le ja vormitud kanna detail pärineb aj",Kids' Street Shoes,144.00 EUR,94.00 EUR,"Jordan,Black,Lifestyle,in stock,Yes,Jordan,Female|Children",,,,,,,,144€,94€
DZ5577_100_3.5Y_CNF,,Jordan mvp gs,http://ballzy.eu/et/product/jordan-mvp-gs-dz5577-100-3-5y-cnf,https://tanelneemoja.github.io/testing-somecool-stuff/generated_ads/ad_DZ5577_100_3.5Y_CNF_221d01ec.jpg,,"austage jordani esimesi 3 meistrivõistlust paari jalgpalliga, mis kogub üksikasjad iga aasta kingast ja koondab need üheks tulekahju austuseks. aj6, 7 ja 8 elemendid ärkavad ellu värskelt ja uuel moel, otse teie jalas… toote omadused: ülemine osa on segu aj6 ja 7 elementidest: keele pealmine osa ja modifitseeritud kattekate viitavad aj6-le, samas kui pooljalatsivooder on aj7-le pühendatud… tikitud nike airi kannalogo viitab aj6-le ja vormitud kanna detail pärineb aj",Kids' Street Shoes,144.00 EUR,94.00 EUR,"Jordan,White,Lifestyle,in stock,Yes,Jordan,Female|Children",,,,,,,,144€,94€
DM3386_100_1.5Y_CNF,,Force 1 lv8 ps,http://ballzy.eu/et/product/force-1-lv8-ps-dm3386-100-1-5y-cnf,https://tanelneemoja.github.io/testing-somecool-stuff/generated_ads/ad_DM3386_100_1.5Y_CNF_976fb243.jpg,,Spordiriided ballzy veebipoest.,Kids' Street Shoes,84.00 EUR,55.00 EUR,"Nike,White,Lifestyle,in stock,Yes,Nike,Children",,,,,,,,84€,55€
FB1396_070_10.5_CNF,,Jordan stay loyal 3,http://ballzy.eu/et/product/jordan-stay-loyal-3-fb1396-070-10-5-cnf,https://tanelneemoja.github.io/testing-somecool-stuff/generated_ads/ad_FB1396_070_10.5_CNF_225db453.jpg,,"sa pead teadma, kus sa oled olnud, et teada, kuhu sa lähed. me võtsime seda südamele, kui lõime stay loyal 3, kaasaegse kinga, mis on ehitatud air jordani pärandile. nii seest kui väljast on need tehtud mitmekülgsuse jaoks, minimalistliku välimuse, pilvepehmenduse ja aj4-i meenutavate disainielementidega. teisisõnu, stiil koos tõestatud kestva võimsusega… toote omadused: aj4 disainielemendid tulevad esile pealses ja kesksoolas… nahk ja tekstiil pealses annavad sulle",Men's Street Shoes,139.00 EUR,91.00 EUR,"Jordan,Black,Lifestyle,in stock,Yes,Jordan,Male",,,,,,,,139€,91€
FB1396_100_10_CNF,,Jordan stay loyal 3,http://ballzy.eu/et/product/jordan-stay-loyal-3-fb1396-100-10-cnf,https://tanelneemoja.github.io/testing-somecool-stuff/generated_ads/ad_FB1396_100_10_CNF_ab2305d6.jpg,,"sa pead teadma, kus sa oled olnud, et teada, kuhu sa lähed. me võtsime seda südamele, kui lõime stay loyal 3, kaasaegse kinga, mis on ehitatud air jordani pärandile. nii seest kui väljast on need tehtud mitmekülgsuse jaoks, minimalistliku välimuse, pilvepehmenduse ja aj4-i meenutavate disainielementidega. teisisõnu, stiil koos tõestatud kestva võimsusega… toote omadused: aj4 disainielemendid tulevad esile pealses ja kesksoolas… nahk ja tekstiil pealses annavad sulle",Men's Street Shoes,139.00 EUR,91.00 EUR,"Jordan,White,Lifestyle,in stock,Yes,Jordan,Male",,,,,,,,139€,91€
PC9060GY_10.5_CNF,,New balance u9060 kids,http://ballzy.eu/et/product/new-balance-u9060-kids-pc9060gy-10-5-cnf,https://tanelneemoja.github.io/testing-somecool-stuff/generated_ads/ad_PC9060GY_10.5_CNF_576e8fda.jpg,,Spordiriided ballzy veebipoest.,Kids' Street Shoes,114.00 EUR,79.00 EUR,"New Balance,Gray,Lifestyle,in stock,Yes,New Balance,Children",,,,,,,,114€,79€
U9060NRJ_4.5_CNF,,New balance u9060,http://ballzy.eu/et/product/new-balance-u9060-u9060nrj-4-5-cnf,https://tanelneemoja.github.io/testing-somecool-stuff/generated_ads/ad_U9060NRJ_4.5_CNF_05c4c7ab.jpg,,"uus 9060 tõlgendab klassikalistest 99x-seeria mudelitest pärit tuttavaid elemente ümber väänatud tundlikkusega, mis on inspireeritud y2k-ajastu uhkelt futuristlikust, nähtavast tehnoloogilisest esteetikast. sway baarid, mis on võetud mudelilt 990, on laiendatud ja kasutatud kogu pealsel, et tekitada nähtava liikumise tunnet, samas kui lainelised jooned ja skulptuuritud pod-välipõhjal olevad suuremad proportsioonid rõhutavad liialdatult abzorb ja sbs tuttavaid pehmendusplatvorme.</",Women's Street Shoes,189.00 EUR,,"New Balance,White,Lifestyle,in stock,No,New Balance,Male|Female",,,,,,,,189€,
U9060EEB_4.5_CNF,,New balance 9060,http://ballzy.eu/et/product/new-balance-9060-u9060eeb-4-5-cnf,https://tanelneemoja.github.io/testing-somecool-stuff/generated_ads/ad_U9060EEB_4.5_CNF_e020d266.jpg,,"uus 9060 tõlgendab klassikalistest 99x-seeria mudelitest pärit tuttavaid elemente ümber väänatud tundlikkusega, mis on inspireeritud y2k-ajastu uhkelt futuristlikust, nähtavast tehnoloogilisest esteetikast. sway baarid, mis on võetud mudelilt 990, on laiendatud ja kasutatud kogu pealsel, et tekitada nähtava liikumise tunnet, samas kui lainelised jooned ja skulptuuritud pod-välipõhjal olevad suuremad proportsioonid rõhutavad liialdatult abzorb ja sbs tuttavaid pehmendusplatvorme.</",Women's Street Shoes,189.00 EUR,159.00 EUR,"New Balance,Gray,Lifestyle,in stock,Yes,New Balance,Male|Female",,,,,,,,189€,159€
DV0991_111_5.5_CNF,,Wmns air jordan 1 mid,http://ballzy.eu/et/product/wmns-air-jordan-1-mid-dv0991-111-5-5-cnf,https://tanelneemoja.github.io/testing-somecool-stuff/generated_ads/ad_DV0991_111_5.5_CNF_6e1206a0.jpg,,"ära kunagi sega klassikat. hoidke pärand jalas valge-valge välimusega, mis ei lähe kunagi moest välja… toote omadused: ehtne ja sünteetiline nahk tagab suurepärase vastupidavuse ja stiili… pehmendusega keel ja sisemine pealne lisamugavust ja turvalisust… ikoniline tiibadega air jordan logo pealsel traditsioonilise brändi jaoks… kapseldatud air-üksus kannas annab kerge pehmenduse, mida tead ja armastad… tugev kummist välistald koos turvise standa",Women's Street Shoes,149.00 EUR,97.00 EUR,"Jordan,White,Lifestyle,in stock,Yes,Jordan,Female",,,,,,,,149€,97€
PZ530SB1_10.5_CNF,,New balance 530 kids bungee lace,http://ballzy.eu/et/product/new-balance-530-kids-bungee-lace-pz530sb1-10-5-cnf,https://tanelneemoja.github.io/testing-somecool-stuff/generated_ads/ad_PZ530SB1_10.5_CNF_6215407e.jpg,,Spordiriided ballzy veebipoest.,Kids' Street Shoes,74.00 EUR,49.00 EUR,"New Balance,White,Lifestyle,in stock,Yes,New Balance,Children",,,,,,,,74€,49€
38019033_8_CNF,,Ca pro classic puma,http://ballzy.eu/et/product/ca-pro-classic-puma-38019033-8-cnf,https://tanelneemoja.github.io/testing-somecool-stuff/generated_ads/ad_38019033_8_CNF_85e59eb1.jpg,,Spordiriided ballzy veebipoest.,Men's Street Shoes,104.00 EUR,49.00 EUR,"Puma,Green,Lifestyle,in stock,Yes,Puma,Male",,,,,,,,104€,49€
38019035_8_CNF,,Ca pro classic puma,http://ballzy.eu/et/product/ca-pro-classic-puma-38019035-8-cnf,https://tanelneemoja.github.io/testing-somecool-stuff/generated_ads/ad_38019035_8_CNF_48fdfdf0.jpg,,Spordiriided ballzy veebipoest.,Men's Street Shoes,104.00 EUR,49.00 EUR,"Puma,Blue,Lifestyle,in stock,Yes,Puma,Male",,,,,,,,104€,49€
39646401_4_CNF,,Palermo lth puma,http://ballzy.eu/et/product/palermo-lth-puma-39646401-4-cnf,https://tanelneemoja.github.io/testing-somecool-stuff/generated_ads/ad_39646401_4_CNF_758942e8.jpg,,Spordiriided ballzy veebipoest.,Men's Street Shoes,94.00 EUR,49.00 EUR,"Puma,White,Lifestyle,in stock,Yes,Puma,Male|Female",,,,,,,,94€,49€
39646403_8_CNF,,Palermo lth,http://ballzy.eu/et/product/palermo-lth-39646403-8-cnf,https://tanelneemoja.github.io/testing-somecool-stuff/generated_ads/ad_39646403_8_CNF_cc3c7c76.jpg,,Spordiriided ballzy veebipoest.,Women's Street Shoes,94.00 EUR,49.00 EUR,"Puma,Black,Lifestyle,in stock,Yes,Puma,Male|Female",,,,,,,,94€,49€
UWRPDCON_4.5_CNF,,New balance warped runners,http://ballzy.eu/et/product/new-balance-warped-runners-uwrpdcon-4-5-cnf,https://tanelneemoja.github.io/testing-somecool-stuff/generated_ads/ad_UWRPDCON_4.5_CNF_648b91ce.jpg,,"wrpd runner´i ainulaadne kontseptuaalne disain on ellu kutsutud liialdatud proportsioonide ja minimalistliku tagasihoidlikkuse kombinatsiooni abil. see uus siluett viitab voolava liikumise tunnetusele, mille kujundatud kontuurid on kujundatud täispikkuses fuelcell-välipinnaga ja laineliste aktsentidega, mis ümbritsevad tagasihoidlikku trikookattega pealset. pärandmudelitest pärinevad üksikud elemendid on väändunud tundmatuseni ja lisatud loomulikult uude disaini. wrpd runner on di",Women's Street Shoes,179.00 EUR,79.00 EUR,"New Balance,Gray,Lifestyle,in stock,Yes,New Balance,Male|Female",,,,,,,,179€,79€
31352348_30_CNF,,Combs w padded,http://ballzy.eu/et/product/combs-w-padded-31352348-30-cnf,https://tanelneemoja.github.io/testing-somecool-stuff/generated_ads/ad_31352348_30_CNF_6c23ebc8.jpg,,Spordiriided ballzy veebipoest.,Women's Boots,189.00 EUR,119.00 EUR,"Dr. Martens,Beež,Lifestyle,in stock,Yes,Dr. Martens,Female",,,,,,,,189€,119€
39590802_4_CNF,,Velophasis always on,http://ballzy.eu/et/product/velophasis-always-on-39590802-4-cnf,https://tanelneemoja.github.io/testing-somecool-stuff/generated_ads/ad_39590802_4_CNF_33ee7fc8.jpg,,Spordiriided ballzy veebipoest.,Women's Street Shoes,134.00 EUR,64.00 EUR,"Puma,Black,Lifestyle,in stock,Yes,Puma,Male|Female",,,,,,,,134€,64€
FD2338_006_3.5Y_CNF,,Jordan one take 5 gs,http://ballzy.eu/et/product/jordan-one-take-5-gs-fd2338-006-3-5y-cnf,https://tanelneemoja.github.io/testing-somecool-stuff/generated_ads/ad_FD2338_006_3.5Y_CNF_40c2dfe3.jpg,,"kiirenda, pange, tulistage, lööge - ja siis korrake. russell westbrooki uusim jalanõu on siin, et aidata teie kiirusmängu, et te oleksite murdmisel peatamatu. külgmised silmapaelad ja ümbermähitud varbaosa aitavad sul end väljakul kindlalt tunda. jalgade all on esijalas energiat tagastav zoom air pehmendus, nii et saate hoida sinkin' 'em esimesest kuni neljanda… toote omadused: pealne, silmapael ja ümbermähitud varbaosa koos aitavad anda sulle väljakul vajalikku kaitset, m",Kids' Street Shoes,89.00 EUR,58.00 EUR,"Jordan,Black,Lifestyle,in stock,Yes,Jordan,Female|Children",,,,,,,,89€,58€
FD2338_106_3.5Y_CNF,,Jordan one take 5 gs,http://ballzy.eu/et/product/jordan-one-take-5-gs-fd2338-106-3-5y-cnf,https://tanelneemoja.github.io/testing-somecool-stuff/generated_ads/ad_FD2338_106_3.5Y_CNF_f58baeca.jpg,,"kiirenda, pange, tulistage, lööge - ja siis korrake. russell westbrooki uusim jalanõu on siin, et aidata teie kiirusmängu, et te oleksite murdmisel peatamatu. külgmised silmapaelad ja ümbermähitud varbaosa aitavad sul end väljakul kindlalt tunda. jalgade all on esijalas energiat tagastav zoom air pehmendus, nii et saate hoida sinkin' 'em esimesest kuni neljanda… toote omadused: pealne, silmapael ja ümbermähitud varbaosa koos aitavad anda sulle väljakul vajalikku kaitset, m",Kids' Street Shoes,89.00 EUR,49.00 EUR,"Jordan,White,Lifestyle,in stock,Yes,Jordan,Female|Children",,,,,,,,89€,49€
IH2216_4.5_CNF,,Gazelle,http://ballzy.eu/et/product/gazelle-ih2216-4-5-cnf,https://tanelneemoja.github.io/testing-somecool-stuff/generated_ads/ad_IH2216_4.5_CNF_e9c19035.jpg,,"kunagi treeninguteks mõeldud adidas gazelle´i jalatsid on muutunud ikooniks. libistage madala profiiliga jalga ja kogege, mis on teinud sellest jalatsist legendi. sünteetiline pealne tagab elegantse silueti, samas kui tekstiilvooder hoiab asjad sees mugavalt. kummist välistald pakub haarduvust kõigi sinu liigutuste jaoks, olenemata sellest, kas sa lähed parki või sõpradega kohvi jooma. need jalatsid ühendavad põlvkondi ühise pühendumuse kaudu stiilile ja tipptasemele ning jätkava",Women's Street Shoes,129.00 EUR,69.00 EUR,"adidas Originals,White,Lifestyle,in stock,Yes,adidas Originals,Male|Female",,,,,,,,129€,69€
VN0007NTDSB1_055_CNF,,Old skool,http://ballzy.eu/et/product/old-skool-vn0007ntdsb1-055-cnf,https://tanelneemoja.github.io/testing-somecool-stuff/generated_ads/ad_VN0007NTDSB1_055_CNF_1acf0c0e.jpg,,Spordiriided ballzy veebipoest.,Women's Street Shoes,84.00 EUR,34.00 EUR,"Vans,Blue,Lifestyle,in stock,Yes,Vans,Female",,,,,,,,84€,34€
VN0009PVB9M1_055_CNF,,Authentic,http://ballzy.eu/et/product/authentic-vn0009pvb9m1-055-cnf,https://tanelneemoja.github.io/testing-somecool-stuff/generated_ads/ad_VN0009PVB9M1_055_CNF_ae073b1e.jpg,,Spordiriided ballzy veebipoest.,Women's Street Shoes,74.00 EUR,29.00 EUR,"Vans,Black,Lifestyle,in stock,Yes,Vans,Female",,,,,,,,74€,29€
VN0009QCNWD1_050_CNF,,Knu skool,http://ballzy.eu/et/product/knu-skool-vn0009qcnwd1-050-cnf,https://tanelneemoja.github.io/testing-somecool-stuff/generated_ads/ad_VN0009QCNWD1_050_CNF_ff1853e1.jpg,,Spordiriided ballzy veebipoest.,Women's Street Shoes,99.00 EUR,54.00 EUR,"Vans,Blue,Lifestyle,in stock,Yes,Vans,Male|Female",,,,,,,,99€,54€
VN0A3TKN6BT1_050_CNF,,Ua sk8-hi platform 2.0,http://ballzy.eu/et/product/ua-sk8-hi-platform-2-0-vn0a3tkn6bt1-050-cnf,https://tanelneemoja.github.io/testing-somecool-stuff/generated_ads/ad_VN0A3TKN6BT1_050_CNF_19cfc31a.jpg,,Spordiriided ballzy veebipoest.,Women's Street Shoes,104.00 EUR,39.00 EUR,"Vans,Black,Lifestyle,in stock,Yes,Vans,Female",,,,,,,,104€,39€
CI0919_117_6_CNF,,W af1 shadow,http://ballzy.eu/et/product/w-af1-shadow-ci0919-117-6-cnf,https://tanelneemoja.github.io/testing-somecool-stuff/generated_ads/ad_CI0919_117_6_CNF_af4ed9a5.jpg,,"duble the af1. double the fun… nike air force 1 shadow paneb klassikalise b-palli disaini mängulisele pöörde. kasutades mitmekihilist lähenemist, kahekordistades brändi ja liialdades kesksooli, rõhutab see af-1 dna-d julge, uue välimusega… toote omadused: 2 silmaalust, 2 porikaitset, 2 tagumist silmaalust ja 2 swoosh´i kujundust, mis tagavad mitmekihilise välimuse ja kahekordse brändi… vahtpolster ja sooneline välistald tagavad, et kinga on kerge, paindlik ja",Women's Street Shoes,149.00 EUR,97.00 EUR,"Nike,White,Lifestyle,in stock,Yes,Nike,Female",,,,,,,,149€,97€
FD2596_107_10_CNF,,Wmns air jordan 1 retro hi og,http://ballzy.eu/et/product/wmns-air-jordan-1-retro-hi-og-fd2596-107-10-cnf,https://tanelneemoja.github.io/testing-somecool-stuff/generated_ads/ad_FD2596_107_10_CNF_ddf24201.jpg,,"see aj1-i iteratsioon muudab mike´i esimese signatuurmudeli värskete värvide kombinatsiooniga. esmaklassilised materjalid, pehme pehmendus ja polsterdatud pahkluu krae pakuvad täielikku tuge ja tähistavad kinga, millest kõik algas… toote omadused: premium konstruktsioon pakub mugavust ja ikoonilist atraktiivsust… kapseldatud nike air-sole üksus kannas annab pehme pehmenduse… toote omaduste alapealkirjad:",Women's Street Shoes,204.00 EUR,89.00 EUR,"Jordan,White,Lifestyle,in stock,Yes,Jordan,Female",,,,,,,,204€,89€
FV5951_111_3.5Y_CNF,,Air force 1 le gs,http://ballzy.eu/et/product/air-force-1-le-gs-fv5951-111-3-5y-cnf,https://tanelneemoja.github.io/testing-somecool-stuff/generated_ads/ad_FV5951_111_3.5Y_CNF_43d3bcbb.jpg,,"af1-s on palju, mida armastada: selle vastupidav õmblus ja hea haarduvus aitavad lastel leida jalga nii esimestel kui ka vihmastel päevadel. see on kinga, mis oli 20 aastat tagasi sama lahe kui täna ja on seda ka siis, kui see on kaetud plekkide, kriimustuste ja kriimustustega. tegelikult võib see olla isegi parem… toote omadused: ehtne ja sünteetiline nahk muudab need jalatsid vastupidavaks - täpselt nagu vanakooli air force 1, mis esmakordselt ilmus aastal '82… va",Kids' Street Shoes,109.00 EUR,94.00 EUR,"Nike,White,Lifestyle,in stock,Yes,Nike,Female|Children",,,,,,,,109€,94€
553558_132_10_CNF,,Air jordan 1 low,http://ballzy.eu/et/product/air-jordan-1-low-553558-132-10-cnf,https://tanelneemoja.github.io/testing-somecool-stuff/generated_ads/ad_553558_132_10_CNF_7bc42a3b.jpg,,"inspireeritud 1985. aastal esinenud originaalmudelist, pakub air jordan 1 low puhast, klassikalist välimust, mis on tuttav, kuid alati värske. ikoonilise disainiga, mis sobib ideaalselt iga 'sobitusega, tagavad need jalanõud, et olete alati punktil… toote omadused: kapseldatud air-sole üksus pakub kerget pehmendust… ehtne nahk pealses pakub vastupidavust ja esmaklassilist välimust… tugev kummist välistald parandab haardumist erinevatel pindadel… toote",Men's Street Shoes,139.00 EUR,91.00 EUR,"Jordan,White,Lifestyle,in stock,Yes,Jordan,Male",,,,,,,,139€,91€
DV1307_104_10_CNF,,Air jordan 1 zm air cmft 2,http://ballzy.eu/et/product/air-jordan-1-zm-air-cmft-2-dv1307-104-10-cnf,https://tanelneemoja.github.io/testing-somecool-stuff/generated_ads/ad_DV1307_104_10_CNF_df291d42.jpg,,"esmaklassiline mokkamaterjal ja jordan brand´i signatuurne vahtpolster formula 23 ühendavad end, et anda sulle eriti luksuslik (ja eriti hubane) aj1. sa ei pea mängima ""kas või"", kui tegemist on stiili või mugavuse valimisega - mis on tore, 'sest sa väärid mõlemat… toote omadused: nike air tehnoloogia neelab lööki ja tagab pehmenduse igal sammul… veluurnahk pealses ja varvastes murdub kergesti sisse ja kohandub sinu jalgadega… jordan formula 23 vahtmaterjal h",Men's Street Shoes,184.00 EUR,94.00 EUR,"Jordan,Gray,Lifestyle,in stock,Yes,Jordan,Male",,,,,,,,184€,94€
FJ3289_001_4.5Y_CNF,,Air force 1 lv8 3 gs,http://ballzy.eu/et/product/air-force-1-lv8-3-gs-fj3289-001-4-5y-cnf,https://tanelneemoja.github.io/testing-somecool-stuff/generated_ads/ad_FJ3289_001_4.5Y_CNF_0c02f8e1.jpg,,Spordiriided ballzy veebipoest.,Kids' Street Shoes,119.00 EUR,78.00 EUR,"Nike,White,Lifestyle,in stock,Yes,Nike,Female|Children",,,,,,,,119€,78€
DD1391_101_11_CNF,,Nike dunk low retro,http://ballzy.eu/et/product/nike-dunk-low-retro-dd1391-101-11-cnf,https://tanelneemoja.github.io/testing-somecool-stuff/generated_ads/ad_DD1391_101_11_CNF_f295c052.jpg,,"true to your crew… nike dunk low retro, mis on loodud kõvaplatsile, kuid viidud tänavatele, naaseb teravate kattematerjalide ja originaalsete meeskonnavärvidega. see korvpalli ikoon kanaliseerib '80ndate vibratsiooni kõrgekvaliteedilise nahaga pealses, mis näeb hea välja ja murdub veelgi paremini. kaasaegne jalatsitehnoloogia aitab tuua mugavuse 21. sajandisse… toote omadused: premium nahk pealses on täiusliku läikega ja murdub ilusti sisse… kaasaegne vahtpol",Men's Street Shoes,129.00 EUR,99.00 EUR,"Nike,Green,Lifestyle,in stock,Yes,Nike,Male",,,,,,,,129€,99€
